Nome: BAMBUI
Codigo Estacao: A565
Latitude: -20.0311111
Longitude: -46.00888888
Altitude: 697
Situacao: Operante
Data Inicial: 2016-11-22
Data Final: 2025-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);
2023-09-19;0;23,3;
2023-09-20;0;23,7;
2023-09-21;0;24,2;
2023-09-22;0;25,3;
2023-09-23;null;25,4;
2023-09-24;0;27,6;
2023-09-25;0;29,7;
2023-09-26;0;28,7;
2023-09-27;2,4;24,3;
2023-09-28;8,2;25,4;
2023-09-29;0;24,3;
2023-09-30;0;24,9;
2023-10-01;,6;22,5;
2023-10-02;7;22,2;
2023-10-03;8,6;23,4;
2023-10-04;0;25,2;
2023-10-05;0;24,3;
2023-10-06;null;26;
2023-10-07;0;25,4;
2023-10-08;16,6;26,1;
2023-10-09;,2;25,2;
2023-10-10;1,2;25,9;
2023-10-11;null;26,9;
2023-10-12;null;null;
2023-10-13;19,6;23;
2023-10-14;null;null;
2023-10-15;0;25,1;
2023-10-16;0;null;
2023-10-17;0;25,8;
2023-10-18;null;25,5;
2023-10-19;0;24,3;
2023-10-20;,2;23,1;
2023-10-21;,4;25,2;
2023-10-22;0;24,5;
2023-10-23;0;24,5;
2023-10-24;0;null;
2023-10-25;0;27,4;
2023-10-26;0;23,7;
2023-10-27;30,4;23;
2023-10-28;null;23,2;
2023-10-29;0;24,1;
2023-10-30;18,4;25;
2023-10-31;null;24,7;
2023-11-01;13;24,1;
2023-11-02;1,4;23,9;
2023-11-03;,8;23,7;
2023-11-04;null;24,4;
2023-11-05;0;22,8;
2023-11-06;0;22,7;
2023-11-07;0;24;
2023-11-08;0;23;
2023-11-09;0;23,4;
2023-11-10;0;25,2;
2023-11-11;0;25,4;
2023-11-12;0;26,2;
2023-11-13;0;27,1;
2023-11-14;0;null;
2023-11-15;0;27,1;
2023-11-16;0;28,1;
2023-11-17;0;28,2;
2023-11-18;null;null;
2023-11-19;null;null;
2023-11-20;null;22,9;
2023-11-21;null;null;
2023-11-22;0;23,1;
2023-11-23;10,6;26,3;
2023-11-24;null;25,2;
2023-11-25;null;null;
2023-11-26;0;24,9;
2023-11-27;null;23,1;
2023-11-28;,8;null;
2023-11-29;null;null;
2023-11-30;null;null;
2023-12-01;null;null;
2023-12-02;5,2;24,5;
2023-12-03;10,4;26,5;
2023-12-04;0;23,7;
2023-12-05;null;null;
2023-12-06;46,8;24,5;
2023-12-07;1,8;26,7;
2023-12-08;0;25,3;
2023-12-09;null;null;
2023-12-10;null;26,2;
2023-12-11;18,6;23,2;
2023-12-12;3,8;25,1;
2023-12-13;0;25,6;
2023-12-14;0;26,1;
2023-12-15;0;26;
2023-12-16;0;25,3;
2023-12-17;0;25,1;
2023-12-18;0;24,9;
2023-12-19;0;25,7;
2023-12-20;0;26;
2023-12-21;0;25,6;
2023-12-22;null;null;
2023-12-23;null;null;
2023-12-24;null;null;
2023-12-25;null;25,3;
2023-12-26;null;null;
2023-12-27;null;null;
2023-12-28;null;25,3;
2023-12-29;0;25,2;
2023-12-30;8,2;26,7;
2023-12-31;0;25;
2024-01-01;5,8;22,5;
2024-01-02;4,2;22,8;
2024-01-03;22;22,7;
2024-01-04;36,8;24,6;
2024-01-05;0;24,7;
2024-01-06;0;24,6;
2024-01-07;0;25,2;
2024-01-08;0;24,6;
2024-01-09;2;22,8;
2024-01-10;12,8;23,8;
2024-01-11;7;24,7;
2024-01-12;null;null;
2024-01-13;null;null;
2024-01-14;,6;24,3;
2024-01-15;0;24,6;
2024-01-16;0;25,7;
2024-01-17;0;26,6;
2024-01-18;null;null;
2024-01-19;null;null;
2024-01-20;2,4;24,8;
2024-01-21;,6;23,4;
2024-01-22;4,4;24,5;
2024-01-23;0;23,4;
2024-01-24;null;22,6;
2024-01-25;,2;24,5;
2024-01-26;0;23,7;
2024-01-27;0;23,3;
2024-01-28;1,8;22,6;
2024-01-29;2,4;23,5;
2024-01-30;,2;24,5;
2024-01-31;0;21,4;
2024-02-01;40,4;22,3;
2024-02-02;null;21,5;
2024-02-03;1,6;24,1;
2024-02-04;0;23,9;
2024-02-05;0;23;
2024-02-06;null;24;
2024-02-07;null;null;
2024-02-08;null;null;
2024-02-09;0;23,7;
2024-02-10;0;null;
2024-02-11;null;null;
2024-02-12;10,6;24,8;
2024-02-13;null;25,1;
2024-02-14;0;23,6;
2024-02-15;null;null;
2024-02-16;null;null;
2024-02-17;null;23,9;
2024-02-18;14,2;null;
2024-02-19;1,8;21,8;
2024-02-20;21,4;23,5;
2024-02-21;0;23,6;
2024-02-22;63,8;null;
2024-02-23;null;null;
2024-02-24;,4;25,6;
2024-02-25;0;25,9;
2024-02-26;2,2;25,6;
2024-02-27;null;null;
2024-02-28;0;26,4;
2024-02-29;,4;26,4;
2024-03-01;1,4;24,6;
2024-03-02;8,6;25,5;
2024-03-03;0;25,5;
2024-03-04;6,4;25;
2024-03-05;0;22,8;
2024-03-06;14,2;24;
2024-03-07;null;24,4;
2024-03-08;0;24,5;
2024-03-09;0;24,8;
2024-03-10;32;23,6;
2024-03-11;14,8;25,1;
2024-03-12;0;26,2;
2024-03-13;0;26,2;
2024-03-14;0;26,2;
2024-03-15;0;26,3;
2024-03-16;0;26,3;
2024-03-17;0;26,1;
2024-03-18;,6;26,3;
2024-03-19;0;25,2;
2024-03-20;9,6;24,3;
2024-03-21;5,2;23,5;
2024-03-22;34;24,4;
2024-03-23;54;22,3;
2024-03-24;12;22,1;
2024-03-25;3,2;22,4;
2024-03-26;35,8;19,8;
2024-03-27;10,8;21,4;
2024-03-28;14,6;20,9;
2024-03-29;28,4;23;
2024-03-30;1;23,5;
2024-03-31;1,8;24,3;
2024-04-01;0;23,7;
2024-04-02;0;23;
2024-04-03;0;24,2;
2024-04-04;0;24,4;
2024-04-05;0;24,8;
2024-04-06;1,4;24,6;
2024-04-07;0;23,4;
2024-04-08;0;22;
2024-04-09;0;22,9;
2024-04-10;0;23,3;
2024-04-11;0;23,3;
2024-04-12;0;23,1;
2024-04-13;0;23;
2024-04-14;0;22,5;
2024-04-15;0;23,1;
2024-04-16;0;23,2;
2024-04-17;0;22,6;
2024-04-18;0;22,7;
2024-04-19;13,4;21,3;
2024-04-20;0;21,1;
2024-04-21;0;20,2;
2024-04-22;,2;20,4;
2024-04-23;0;21,8;
2024-04-24;0;23,6;
2024-04-25;0;23,1;
2024-04-26;0;22,5;
2024-04-27;0;22,3;
2024-04-28;0;21,9;
2024-04-29;0;22;
2024-04-30;,2;21,9;
2024-05-01;0;22,6;
2024-05-02;0;22,7;
2024-05-03;0;22,4;
2024-05-04;,2;21,1;
2024-05-05;0;20,5;
2024-05-06;,2;21,1;
2024-05-07;0;22,1;
2024-05-08;0;20,4;
2024-05-09;,2;20,4;
2024-05-10;0;20,6;
2024-05-11;0;22,1;
2024-05-12;0;22;
2024-05-13;,2;21,6;
2024-05-14;0;20,6;
2024-05-15;0;21,1;
2024-05-16;0;21;
2024-05-17;0;20,5;
2024-05-18;0;20,2;
2024-05-19;,2;19,9;
2024-05-20;0;19,5;
2024-05-21;0;19,7;
2024-05-22;0;19,1;
2024-05-23;,2;18,7;
2024-05-24;0;20,6;
2024-05-25;0;21,3;
2024-05-26;4,4;21,2;
2024-05-27;3,4;21;
2024-05-28;0;20,6;
2024-05-29;1,2;18,8;
2024-05-30;0;17,4;
2024-05-31;,2;14,8;
2024-06-01;0;15,5;
2024-06-02;,2;16,5;
2024-06-03;0;18,7;
2024-06-04;0;18,1;
2024-06-05;0;17,8;
2024-06-06;0;17,7;
2024-06-07;,2;17,7;
2024-06-08;0;17,5;
2024-06-09;,2;16,9;
2024-06-10;0;17,1;
2024-06-11;0;18;
2024-06-12;,2;16,6;
2024-06-13;0;15,7;
2024-06-14;0;16,1;
2024-06-15;,2;17,4;
2024-06-16;0;16,6;
2024-06-17;,2;16,4;
2024-06-18;0;16,1;
2024-06-19;,2;16,6;
2024-06-20;0;17;
2024-06-21;0;16,2;
2024-06-22;0;18,7;
2024-06-23;0;19,5;
2024-06-24;0;18,9;
2024-06-25;0;18,6;
2024-06-26;0;18,9;
2024-06-27;0;19,6;
2024-06-28;0;19,8;
2024-06-29;0;19,4;
2024-06-30;0;18,2;
2024-07-01;0;19,3;
2024-07-02;0;18,1;
2024-07-03;0;17,8;
2024-07-04;0;16,8;
2024-07-05;0;16,8;
2024-07-06;0;17,5;
2024-07-07;0;18;
2024-07-08;0;18,7;
2024-07-09;0;19,8;
2024-07-10;0;19,7;
2024-07-11;0;19,4;
2024-07-12;0;18,8;
2024-07-13;0;17,7;
2024-07-14;0;16,2;
2024-07-15;0;15,9;
2024-07-16;0;16,4;
2024-07-17;0;16,8;
2024-07-18;0;16,9;
2024-07-19;0;16,4;
2024-07-20;0;16,2;
2024-07-21;0;15,9;
2024-07-22;,2;16,1;
2024-07-23;0;16,4;
2024-07-24;0;15,5;
2024-07-25;0;15,3;
2024-07-26;0;15,6;
2024-07-27;0;16,4;
2024-07-28;0;18,6;
2024-07-29;0;18,6;
2024-07-30;0;19,4;
2024-07-31;0;19,4;
2024-08-01;0;17,5;
2024-08-02;0;17,5;
2024-08-03;0;17,3;
2024-08-04;0;17,8;
2024-08-05;0;18,4;
2024-08-06;0;18,5;
2024-08-07;0;17,7;
2024-08-08;0;19,1;
2024-08-09;0;20;
2024-08-10;0;17,5;
2024-08-11;0;13,2;
2024-08-12;0;14,6;
2024-08-13;0;13,8;
2024-08-14;0;14,8;
2024-08-15;0;18,5;
2024-08-16;0;20,1;
2024-08-17;0;20,4;
2024-08-18;0;null;
2024-08-19;null;null;
2024-08-20;null;null;
2024-08-21;null;null;
2024-08-22;null;null;
2024-08-23;null;null;
2024-08-24;null;null;
2024-08-25;null;null;
2024-08-26;null;null;
2024-08-27;null;null;
2024-08-28;null;null;
2024-08-29;null;null;
2024-08-30;null;null;
2024-08-31;null;null;
2024-09-01;null;null;
2024-09-02;null;null;
2024-09-03;null;null;
2024-09-04;null;null;
2024-09-05;null;null;
2024-09-06;null;null;
2024-09-07;null;null;
2024-09-08;null;null;
2024-09-09;null;null;
2024-09-10;null;null;
2024-09-11;null;null;
2024-09-12;null;null;
2024-09-13;null;null;
2024-09-14;null;null;
2024-09-15;null;null;
2024-09-16;null;null;
2024-09-17;null;null;
2024-09-18;null;null;
2024-09-19;null;null;
2024-09-20;null;null;
2024-09-21;null;null;
2024-09-22;null;null;
2024-09-23;null;null;
2024-09-24;null;null;
2024-09-25;null;null;
2024-09-26;null;null;
2024-09-27;null;null;
2024-09-28;null;null;
2024-09-29;null;null;
2024-09-30;null;null;
2024-10-01;null;null;
2024-10-02;null;null;
2024-10-03;null;null;
2024-10-04;null;null;
2024-10-05;null;null;
2024-10-06;null;null;
2024-10-07;null;null;
2024-10-08;null;null;
2024-10-09;null;null;
2024-10-10;null;null;
2024-10-11;null;null;
2024-10-12;null;null;
2024-10-13;null;null;
2024-10-14;null;null;
2024-10-15;null;null;
2024-10-16;null;null;
2024-10-17;null;null;
2024-10-18;null;null;
2024-10-19;null;null;
2024-10-20;null;null;
2024-10-21;null;null;
2024-10-22;null;null;
2024-10-23;null;null;
2024-10-24;null;null;
2024-10-25;null;null;
2024-10-26;null;null;
2024-10-27;null;null;
2024-10-28;null;null;
2024-10-29;null;null;
2024-10-30;null;null;
2024-10-31;null;null;
2024-11-01;null;null;
2024-11-02;null;null;
2024-11-03;null;null;
2024-11-04;null;null;
2024-11-05;null;null;
2024-11-06;null;null;
2024-11-07;null;null;
2024-11-08;null;null;
2024-11-09;null;null;
2024-11-10;null;null;
2024-11-11;null;null;
2024-11-12;null;null;
2024-11-13;null;null;
2024-11-14;null;null;
2024-11-15;null;null;
2024-11-16;null;null;
2024-11-17;null;null;
2024-11-18;null;null;
2024-11-19;null;null;
2024-11-20;null;null;
2024-11-21;null;null;
2024-11-22;null;null;
2024-11-23;null;null;
2024-11-24;null;null;
2024-11-25;null;null;
2024-11-26;null;null;
2024-11-27;null;null;
2024-11-28;null;null;
2024-11-29;null;null;
2024-11-30;null;null;
2024-12-01;null;null;
2024-12-02;null;null;
2024-12-03;null;null;
2024-12-04;null;null;
2024-12-05;null;null;
2024-12-06;null;null;
2024-12-07;null;null;
2024-12-08;null;null;
2024-12-09;null;null;
2024-12-10;null;null;
2024-12-11;null;null;
2024-12-12;null;null;
2024-12-13;null;null;
2024-12-14;null;null;
2024-12-15;null;null;
2024-12-16;null;null;
2024-12-17;null;null;
2024-12-18;null;null;
2024-12-19;null;null;
2024-12-20;null;null;
2024-12-21;21,2;22,1;
2024-12-22;14,2;23;
2024-12-23;null;24,1;
2024-12-24;4,2;24,3;
2024-12-25;0;23,7;
2024-12-26;2,8;23,6;
2024-12-27;22,2;21,7;
2024-12-28;null;null;
2024-12-29;null;null;
2024-12-30;null;22,6;
2024-12-31;null;null;
2025-01-01;3,6;23,5;

